年份,国家,灾害类型,灾害子类型,区域,灾害频次,总死亡人数,总受灾人数,总经济损失(千美元)
2009,波黑,气候灾害,洪涝,中东欧,1,0,1100,0.0
2010,波黑,气候灾害,洪涝,中东欧,1,0,14910,87000.0
2010,波黑,气候灾害,洪涝,中东欧,1,3,20000,0.0
2014,波黑,气候灾害,洪涝,中东欧,1,0,0,0.0
2014,波黑,气候灾害,洪涝,中东欧,1,25,1000000,436580.0
2014,波黑,气候灾害,洪涝,中东欧,1,1,600,0.0
2014,波黑,气候灾害,洪涝,中东欧,1,0,0,0.0
2015,波黑,气候灾害,洪涝,中东欧,1,0,0,0.0
1997,保加利亚,气候灾害,洪涝,中东欧,1,0,200,0.0
2002,保加利亚,气候灾害,洪涝,中东欧,1,1,0,1000.0
2005,保加利亚,气候灾害,洪涝,中东欧,1,6,0,10000.0
2005,保加利亚,气候灾害,洪涝,中东欧,1,17,200,247000.0
2005,保加利亚,气候灾害,洪涝,中东欧,1,7,0,200000.0
2005,保加利亚,气候灾害,洪涝,中东欧,1,2,0,0.0
2005,保加利亚,气候灾害,洪涝,中东欧,1,7,12000,0.0
2006,保加利亚,气候灾害,洪涝,中东欧,1,0,0,0.0
2006,保加利亚,气候灾害,洪涝,中东欧,1,0,0,0.0
2007,保加利亚,气候灾害,洪涝,中东欧,1,2,1000,0.0
2007,保加利亚,气候灾害,洪涝,中东欧,1,8,10,0.0
2007,保加利亚,气候灾害,洪涝,中东欧,1,2,60,0.0
2010,保加利亚,气候灾害,洪涝,中东欧,1,0,90,0.0
2012,保加利亚,气候灾害,洪涝,中东欧,1,5,37950,4400.0
2014,保加利亚,气候灾害,洪涝,中东欧,1,0,0,0.0
2014,保加利亚,气候灾害,洪涝,中东欧,1,15,1260,377000.0
2014,保加利亚,气候灾害,洪涝,中东欧,1,2,7247,0.0
2014,保加利亚,气候灾害,洪涝,中东欧,1,3,0,10000.0
2015,保加利亚,气候灾害,洪涝,中东欧,1,5,0,5800.0
2018,保加利亚,气候灾害,洪涝,中东欧,1,0,600,0.0
2000,克罗地亚,气候灾害,洪涝,中东欧,1,0,600,0.0
2001,克罗地亚,气候灾害,洪涝,中东欧,1,0,1200,0.0
2005,克罗地亚,气候灾害,洪涝,中东欧,1,0,250,0.0
2006,克罗地亚,气候灾害,洪涝,中东欧,1,0,0,0.0
2010,克罗地亚,气候灾害,洪涝,中东欧,1,0,300,80000.0
2010,克罗地亚,气候灾害,洪涝,中东欧,1,0,810,0.0
2012,克罗地亚,气候灾害,洪涝,中东欧,1,0,1500,0.0
2014,克罗地亚,气候灾害,洪涝,中东欧,1,3,7116,0.0
2014,克罗地亚,气候灾害,洪涝,中东欧,1,0,2000,0.0
2015,克罗地亚,气候灾害,洪涝,中东欧,1,0,1200,0.0
2018,克罗地亚,气候灾害,洪涝,中东欧,1,0,471,0.0
1996,捷克,气候灾害,洪涝,中东欧,1,1,60,36000.0
1997,捷克,气候灾害,洪涝,中东欧,1,29,102107,1850000.0
1998,捷克,气候灾害,洪涝,中东欧,1,6,0,52000.0
2000,捷克,气候灾害,洪涝,中东欧,1,0,0,80000.0
2002,捷克,气候灾害,洪涝,中东欧,1,18,200000,2400000.0
2005,捷克,气候灾害,洪涝,中东欧,1,1,0,0.0
2006,捷克,气候灾害,洪涝,中东欧,1,6,4200,0.0
2006,捷克,气候灾害,洪涝,中东欧,1,0,115,0.0
2009,捷克,气候灾害,洪涝,中东欧,1,13,14450,150000.0
2010,捷克,气候灾害,洪涝,中东欧,1,1,1200,190000.0
2010,捷克,气候灾害,洪涝,中东欧,1,3,0,0.0
2010,捷克,气候灾害,洪涝,中东欧,1,7,200,157560.0
2013,捷克,气候灾害,洪涝,中东欧,1,15,1300000,828552.0
1970,匈牙利,气候灾害,洪涝,中东欧,1,300,0,85000.0
1996,匈牙利,气候灾害,洪涝,中东欧,1,0,200,0.0
1997,匈牙利,气候灾害,洪涝,中东欧,1,0,0,10000.0
1999,匈牙利,气候灾害,洪涝,中东欧,1,0,90700,165000.0
1999,匈牙利,气候灾害,洪涝,中东欧,1,8,42795,128400.0
2000,匈牙利,气候灾害,洪涝,中东欧,1,1,2000,55000.0
2001,匈牙利,气候灾害,洪涝,中东欧,1,0,10000,5000.0
2002,匈牙利,气候灾害,洪涝,中东欧,1,0,1430,30000.0
2004,匈牙利,气候灾害,洪涝,中东欧,1,0,393,0.0
2005,匈牙利,气候灾害,洪涝,中东欧,1,0,0,0.0
2005,匈牙利,气候灾害,洪涝,中东欧,1,0,0,48000.0
2006,匈牙利,气候灾害,洪涝,中东欧,1,0,32000,0.0
2010,匈牙利,气候灾害,洪涝,中东欧,1,1,2000,440000.0
2013,匈牙利,气候灾害,洪涝,中东欧,1,0,48565,0.0
2014,匈牙利,气候灾害,洪涝,中东欧,1,0,6500,0.0
2016,匈牙利,气候灾害,洪涝,中东欧,1,0,2282,0.0
2005,立陶宛,气候灾害,洪涝,中东欧,1,0,0,0.0
2010,立陶宛,气候灾害,洪涝,中东欧,1,4,0,0.0
1995,马其顿,气候灾害,洪涝,中东欧,1,0,1500,245000.0
2002,马其顿,气候灾害,洪涝,中东欧,1,0,1650,0.0
2003,马其顿,气候灾害,洪涝,中东欧,1,2,4000,0.0
2003,马其顿,气候灾害,洪涝,中东欧,1,0,750,0.0
2004,马其顿,气候灾害,洪涝,中东欧,1,0,100000,3600.0
2005,马其顿,气候灾害,洪涝,中东欧,1,0,2000,0.0
2006,马其顿,气候灾害,洪涝,中东欧,1,0,1500,0.0
2013,马其顿,气候灾害,洪涝,中东欧,1,1,4911,0.0
2015,马其顿,气候灾害,洪涝,中东欧,1,0,100000,0.0
2015,马其顿,气候灾害,洪涝,中东欧,1,7,5030,87000.0
2016,马其顿,气候灾害,洪涝,中东欧,1,22,33582,50000.0
1994,摩尔多瓦,气候灾害,洪涝,中东欧,1,47,25000,300000.0
1997,摩尔多瓦,气候灾害,洪涝,中东欧,1,9,2244,50000.0
1999,摩尔多瓦,气候灾害,洪涝,中东欧,1,0,1713,4000.0
2002,摩尔多瓦,气候灾害,洪涝,中东欧,1,1,500,832.0
2005,摩尔多瓦,气候灾害,洪涝,中东欧,1,0,6500,7752.0
2008,摩尔多瓦,气候灾害,洪涝,中东欧,1,3,4000,0.0
2010,摩尔多瓦,气候灾害,洪涝,中东欧,1,1,12000,0.0
2007,黑山,气候灾害,洪涝,中东欧,1,0,1086,0.0
2009,黑山,气候灾害,洪涝,中东欧,1,0,450,0.0
2010,黑山,气候灾害,洪涝,中东欧,1,0,1350,0.0
2010,黑山,气候灾害,洪涝,中东欧,1,0,5000,0.0
1926,罗马尼亚,气候灾害,洪涝,中东欧,1,1000,0,0.0
1970,罗马尼亚,气候灾害,洪涝,中东欧,1,215,238755,500000.0
1975,罗马尼亚,气候灾害,洪涝,中东欧,1,60,1000000,50000.0
1984,罗马尼亚,气候灾害,洪涝,中东欧,1,0,2000,0.0
1991,罗马尼亚,气候灾害,洪涝,中东欧,1,108,15000,50000.0
1994,罗马尼亚,气候灾害,洪涝,中东欧,1,2,0,3000.0
1995,罗马尼亚,气候灾害,洪涝,中东欧,1,2,5000,3400.0
1997,罗马尼亚,气候灾害,洪涝,中东欧,1,20,122320,110000.0
1998,罗马尼亚,气候灾害,洪涝,中东欧,1,31,12000,150000.0
1999,罗马尼亚,气候灾害,洪涝,中东欧,1,19,4671,10000.0
1999,罗马尼亚,气候灾害,洪涝,中东欧,1,15,4362,50000.0
2000,罗马尼亚,气候灾害,洪涝,中东欧,1,0,3000,500.0
2000,罗马尼亚,气候灾害,洪涝,中东欧,1,9,60431,100000.0
2001,罗马尼亚,气候灾害,洪涝,中东欧,1,0,4000,15000.0
2001,罗马尼亚,气候灾害,洪涝,中东欧,1,7,10803,120000.0
2002,罗马尼亚,气候灾害,洪涝,中东欧,1,4,4500,0.0
2002,罗马尼亚,气候灾害,洪涝,中东欧,1,4,3900,0.0
2002,罗马尼亚,气候灾害,洪涝,中东欧,1,1,301,290.0
2003,罗马尼亚,气候灾害,洪涝,中东欧,1,0,0,0.0
2003,罗马尼亚,气候灾害,洪涝,中东欧,1,3,600,0.0
2004,罗马尼亚,气候灾害,洪涝,中东欧,1,4,14128,0.0
2004,罗马尼亚,气候灾害,洪涝,中东欧,1,6,14000,0.0
2005,罗马尼亚,气候灾害,洪涝,中东欧,1,2,600,0.0
2005,罗马尼亚,气候灾害,洪涝,中东欧,1,2,3400,200000.0
2005,罗马尼亚,气候灾害,洪涝,中东欧,1,8,5102,0.0
2005,罗马尼亚,气候灾害,洪涝,中东欧,1,24,14669,800000.0
2005,罗马尼亚,气候灾害,洪涝,中东欧,1,33,2000,313000.0
2005,罗马尼亚,气候灾害,洪涝,中东欧,1,10,30800,0.0
2006,罗马尼亚,气候灾害,洪涝,中东欧,1,0,600,0.0
2006,罗马尼亚,气候灾害,洪涝,中东欧,1,6,17071,0.0
2006,罗马尼亚,气候灾害,洪涝,中东欧,1,0,0,0.0
2006,罗马尼亚,气候灾害,洪涝,中东欧,1,14,5712,0.0
2006,罗马尼亚,气候灾害,洪涝,中东欧,1,1,600,0.0
2006,罗马尼亚,气候灾害,洪涝,中东欧,1,30,600,0.0
2007,罗马尼亚,气候灾害,洪涝,中东欧,1,0,500,0.0
2007,罗马尼亚,气候灾害,洪涝,中东欧,1,3,960,0.0
2007,罗马尼亚,气候灾害,洪涝,中东欧,1,2,1400,0.0
2007,罗马尼亚,气候灾害,洪涝,中东欧,1,7,1400,0.0
2008,罗马尼亚,气候灾害,洪涝,中东欧,1,5,11000,0.0
2009,罗马尼亚,气候灾害,洪涝,中东欧,1,11,0,0.0
2009,罗马尼亚,气候灾害,洪涝,中东欧,1,0,4,0.0
2010,罗马尼亚,气候灾害,洪涝,中东欧,1,26,12237,1111428.0
2013,罗马尼亚,气候灾害,洪涝,中东欧,1,9,5400,11000.0
2014,罗马尼亚,气候灾害,洪涝,中东欧,1,0,525,0.0
2014,罗马尼亚,气候灾害,洪涝,中东欧,1,4,0,0.0
2015,罗马尼亚,气候灾害,洪涝,中东欧,1,1,1500,0.0
2016,罗马尼亚,气候灾害,洪涝,中东欧,1,2,0,0.0
2016,罗马尼亚,气候灾害,洪涝,中东欧,1,1,300,0.0
2018,罗马尼亚,气候灾害,洪涝,中东欧,1,0,1200,0.0
2007,塞尔维亚,气候灾害,洪涝,中东欧,1,0,12370,0.0
2009,塞尔维亚,气候灾害,洪涝,中东欧,1,0,3210,0.0
2010,塞尔维亚,气候灾害,洪涝,中东欧,1,0,3150,0.0
2010,塞尔维亚,气候灾害,洪涝,中东欧,1,2,0,0.0
2010,塞尔维亚,气候灾害,洪涝,中东欧,1,0,1750,0.0
2013,塞尔维亚,气候灾害,洪涝,中东欧,1,0,330,0.0
2013,塞尔维亚,气候灾害,洪涝,中东欧,1,0,2670,0.0
2014,塞尔维亚,气候灾害,洪涝,中东欧,1,0,3000,0.0
2014,塞尔维亚,气候灾害,洪涝,中东欧,1,51,49600,2048262.0
2014,塞尔维亚,气候灾害,洪涝,中东欧,1,1,0,0.0
2014,塞尔维亚,气候灾害,洪涝,中东欧,1,4,7000,0.0
2016,塞尔维亚,气候灾害,洪涝,中东欧,1,0,7000,100000.0
2016,塞尔维亚,气候灾害,洪涝,中东欧,1,0,1655,0.0
2018,塞尔维亚,气候灾害,洪涝,中东欧,1,0,231,0.0
1997,斯洛伐克,气候灾害,洪涝,中东欧,1,0,0,60000.0
1998,斯洛伐克,气候灾害,洪涝,中东欧,1,54,11667,45000.0
1999,斯洛伐克,气候灾害,洪涝,中东欧,1,2,36148,113300.0
2001,斯洛伐克,气候灾害,洪涝,中东欧,1,1,0,6000.0
2002,斯洛伐克,气候灾害,洪涝,中东欧,1,0,0,3000.0
2004,斯洛伐克,气候灾害,洪涝,中东欧,1,1,230,0.0
2005,斯洛伐克,气候灾害,洪涝,中东欧,1,1,0,0.0
2006,斯洛伐克,气候灾害,洪涝,中东欧,1,1,0,0.0
2006,斯洛伐克,气候灾害,洪涝,中东欧,1,0,100,0.0
2010,斯洛伐克,气候灾害,洪涝,中东欧,1,1,200,25000.0
2010,斯洛伐克,气候灾害,洪涝,中东欧,1,3,650,0.0
2013,斯洛伐克,气候灾害,洪涝,中东欧,1,1,0,0.0
2005,斯洛文尼亚,气候灾害,洪涝,中东欧,1,0,0,5000.0
2012,斯洛文尼亚,气候灾害,洪涝,中东欧,1,0,12000,265000.0
2014,斯洛文尼亚,气候灾害,洪涝,中东欧,1,3,2550,0.0
1993,乌克兰,气候灾害,洪涝,中东欧,1,4,300000,80000.0
1993,乌克兰,气候灾害,洪涝,中东欧,1,5,25000,159000.0
1995,乌克兰,气候灾害,洪涝,中东欧,1,0,1700000,0.0
1996,乌克兰,气候灾害,洪涝,中东欧,1,0,10000,0.0
1997,乌克兰,气候灾害,洪涝,中东欧,1,0,0,17000.0
1998,乌克兰,气候灾害,洪涝,中东欧,1,18,24570,1259.0
2001,乌克兰,气候灾害,洪涝,中东欧,1,9,300000,15000.0
2003,乌克兰,气候灾害,洪涝,中东欧,1,0,600,0.0
2005,乌克兰,气候灾害,洪涝,中东欧,1,0,8340,0.0
2006,乌克兰,气候灾害,洪涝,中东欧,1,0,0,0.0
2006,乌克兰,气候灾害,洪涝,中东欧,1,2,5000,23855.0
2008,乌克兰,气候灾害,洪涝,中东欧,1,38,224725,1000000.0
2010,乌克兰,气候灾害,洪涝,中东欧,1,6,40059,1900.0
2013,乌克兰,气候灾害,洪涝,中东欧,1,2,2260,21000.0
2016,乌克兰,气候灾害,洪涝,中东欧,1,3,200,0.0
1997,亚美尼亚,气候灾害,洪涝,西亚/中东,1,4,7000,8000.0
1998,亚美尼亚,气候灾害,洪涝,西亚/中东,1,0,144,120.0
2004,亚美尼亚,气候灾害,洪涝,西亚/中东,1,1,0,0.0
1995,阿塞拜疆,气候灾害,洪涝,西亚/中东,1,0,1650000,6700.0
1995,阿塞拜疆,气候灾害,洪涝,西亚/中东,1,0,2800,5500.0
1995,阿塞拜疆,气候灾害,洪涝,西亚/中东,1,5,6000,4000.0
1997,阿塞拜疆,气候灾害,洪涝,西亚/中东,1,11,75000,25000.0
2003,阿塞拜疆,气候灾害,洪涝,西亚/中东,1,0,31500,55000.0
2009,阿塞拜疆,气候灾害,洪涝,西亚/中东,1,0,5000,0.0
2010,阿塞拜疆,气候灾害,洪涝,西亚/中东,1,3,70000,0.0
1954,埃及,气候灾害,洪涝,西亚/中东,1,0,0,0.0
1975,埃及,气候灾害,洪涝,西亚/中东,1,15,0,0.0
1979,埃及,气候灾害,洪涝,西亚/中东,1,50,66000,14000.0
1991,埃及,气候灾害,洪涝,西亚/中东,1,1,208,0.0
1994,埃及,气候灾害,洪涝,西亚/中东,1,600,160660,140000.0
1995,埃及,气候灾害,洪涝,西亚/中东,1,7,3000,0.0
1996,埃及,气候灾害,洪涝,西亚/中东,1,12,260,0.0
1997,埃及,气候灾害,洪涝,西亚/中东,1,4,0,1000.0
2002,埃及,气候灾害,洪涝,西亚/中东,1,4,800,0.0
2002,埃及,气候灾害,洪涝,西亚/中东,1,14,70,0.0
2010,埃及,气候灾害,洪涝,西亚/中东,1,12,3500,0.0
2010,埃及,气候灾害,洪涝,西亚/中东,1,15,0,0.0
1995,格鲁吉亚,气候灾害,洪涝,西亚/中东,1,1,300,2200.0
1997,格鲁吉亚,气候灾害,洪涝,西亚/中东,1,0,200,0.0
1997,格鲁吉亚,气候灾害,洪涝,西亚/中东,1,4,300,10000.0
1997,格鲁吉亚,气候灾害,洪涝,西亚/中东,1,3,0,19500.0
2004,格鲁吉亚,气候灾害,洪涝,西亚/中东,1,0,0,0.0
2004,格鲁吉亚,气候灾害,洪涝,西亚/中东,1,1,90,2156.0
2005,格鲁吉亚,气候灾害,洪涝,西亚/中东,1,0,2500,0.0
2006,格鲁吉亚,气候灾害,洪涝,西亚/中东,1,0,600,0.0
2011,格鲁吉亚,气候灾害,洪涝,西亚/中东,1,7,1750,0.0
2012,格鲁吉亚,气候灾害,洪涝,西亚/中东,1,5,100018,3000.0
2013,格鲁吉亚,气候灾害,洪涝,西亚/中东,1,0,24000,0.0
2013,格鲁吉亚,气候灾害,洪涝,西亚/中东,1,0,1000,0.0
2014,格鲁吉亚,气候灾害,洪涝,西亚/中东,1,0,12000,0.0
2015,格鲁吉亚,气候灾害,洪涝,西亚/中东,1,40,10320,23000.0
2018,格鲁吉亚,气候灾害,洪涝,西亚/中东,1,0,1143,0.0
1954,伊拉克,气候灾害,洪涝,西亚/中东,1,0,0,50000.0
1967,伊拉克,气候灾害,洪涝,西亚/中东,1,0,260000,5000.0
1968,伊拉克,气候灾害,洪涝,西亚/中东,1,0,150000,3000.0
2004,伊拉克,气候灾害,洪涝,西亚/中东,1,0,8000,0.0
2006,伊拉克,气候灾害,洪涝,西亚/中东,1,0,41890,1300.0
2006,伊拉克,气候灾害,洪涝,西亚/中东,1,20,18020,0.0
2008,伊拉克,气候灾害,洪涝,西亚/中东,1,4,600,0.0
2009,伊拉克,气候灾害,洪涝,西亚/中东,1,2,3000,0.0
2011,伊拉克,气候灾害,洪涝,西亚/中东,1,6,2001,0.0
2012,伊拉克,气候灾害,洪涝,西亚/中东,1,4,0,0.0
2013,伊拉克,气候灾害,洪涝,西亚/中东,1,11,0,0.0
2015,伊拉克,气候灾害,洪涝,西亚/中东,1,58,65000,0.0
2018,伊拉克,气候灾害,洪涝,西亚/中东,1,21,25000,0.0
1997,以色列,气候灾害,洪涝,西亚/中东,1,15,0,40000.0
1998,以色列,气候灾害,洪涝,西亚/中东,1,0,1000,0.0
2010,以色列,气候灾害,洪涝,西亚/中东,1,2,0,0.0
2018,以色列,气候灾害,洪涝,西亚/中东,1,12,0,0.0
1963,约旦,气候灾害,洪涝,西亚/中东,1,25,0,0.0
1965,约旦,气候灾害,洪涝,西亚/中东,1,8,500,1000.0
1966,约旦,气候灾害,洪涝,西亚/中东,1,259,5792,1400.0
1987,约旦,气候灾害,洪涝,西亚/中东,1,9,29,0.0
1991,约旦,气候灾害,洪涝,西亚/中东,1,8,18000,0.0
1997,约旦,气候灾害,洪涝,西亚/中东,1,2,0,1000.0
2018,约旦,气候灾害,洪涝,西亚/中东,1,21,35,0.0
2018,约旦,气候灾害,洪涝,西亚/中东,1,13,29,0.0
1997,科威特,气候灾害,洪涝,西亚/中东,1,2,200,0.0
2018,科威特,气候灾害,洪涝,西亚/中东,1,1,0,0.0
1955,黎巴嫩,气候灾害,洪涝,西亚/中东,1,440,0,0.0
1987,黎巴嫩,气候灾害,洪涝,西亚/中东,1,0,1500,10000.0
2003,黎巴嫩,气候灾害,洪涝,西亚/中东,1,0,17000,0.0
2016,阿曼,气候灾害,洪涝,西亚/中东,1,2,0,0.0
2017,阿曼,气候灾害,洪涝,西亚/中东,1,3,200,0.0
2008,巴勒斯坦,气候灾害,洪涝,西亚/中东,1,0,0,0.0
2010,巴勒斯坦,气候灾害,洪涝,西亚/中东,1,0,500,0.0
2012,巴勒斯坦,气候灾害,洪涝,西亚/中东,1,0,1500,0.0
2013,巴勒斯坦,气候灾害,洪涝,西亚/中东,1,5,12500,0.0
1964,沙特阿拉伯,气候灾害,洪涝,西亚/中东,1,20,1000,0.0
1985,沙特阿拉伯,气候灾害,洪涝,西亚/中东,1,32,5000,450000.0
2002,沙特阿拉伯,气候灾害,洪涝,西亚/中东,1,19,0,0.0
2003,沙特阿拉伯,气候灾害,洪涝,西亚/中东,1,0,13000,0.0
2003,沙特阿拉伯,气候灾害,洪涝,西亚/中东,1,12,50,0.0
2004,沙特阿拉伯,气候灾害,洪涝,西亚/中东,1,5,430,0.0
2005,沙特阿拉伯,气候灾害,洪涝,西亚/中东,1,29,67,0.0
2005,沙特阿拉伯,气候灾害,洪涝,西亚/中东,1,34,0,0.0
2009,沙特阿拉伯,气候灾害,洪涝,西亚/中东,1,161,10000,900000.0
2010,沙特阿拉伯,气候灾害,洪涝,西亚/中东,1,14,0,0.0
2010,沙特阿拉伯,气候灾害,洪涝,西亚/中东,1,10,85,0.0
2011,沙特阿拉伯,气候灾害,洪涝,西亚/中东,1,11,0,300000.0
2012,沙特阿拉伯,气候灾害,洪涝,西亚/中东,1,19,0,0.0
2013,沙特阿拉伯,气候灾害,洪涝,西亚/中东,1,24,900,0.0
2013,沙特阿拉伯,气候灾害,洪涝,西亚/中东,1,15,121,0.0
2015,沙特阿拉伯,气候灾害,洪涝,西亚/中东,1,11,0,2000.0
2015,沙特阿拉伯,气候灾害,洪涝,西亚/中东,1,12,0,0.0
2016,沙特阿拉伯,气候灾害,洪涝,西亚/中东,1,18,915,0.0
2016,沙特阿拉伯,气候灾害,洪涝,西亚/中东,1,3,0,0.0
2017,沙特阿拉伯,气候灾害,洪涝,西亚/中东,1,4,481,0.0
1967,叙利亚,气候灾害,洪涝,西亚/中东,1,0,40000,5000.0
1974,叙利亚,气候灾害,洪涝,西亚/中东,1,0,205000,39000.0
2006,叙利亚,气候灾害,洪涝,西亚/中东,1,6,0,0.0
2017,阿联酋,气候灾害,洪涝,西亚/中东,1,0,188,0.0
1991,也门,气候灾害,洪涝,西亚/中东,1,0,30000,0.0
1993,也门,气候灾害,洪涝,西亚/中东,1,31,21500,1500.0
1996,也门,气候灾害,洪涝,西亚/中东,1,338,238210,1200000.0
1996,也门,气候灾害,洪涝,西亚/中东,1,7,5000,10000.0
1998,也门,气候灾害,洪涝,西亚/中东,1,0,3000,0.0
1998,也门,气候灾害,洪涝,西亚/中东,1,70,240,0.0
1999,也门,气候灾害,洪涝,西亚/中东,1,0,19750,0.0
2001,也门,气候灾害,洪涝,西亚/中东,1,33,0,0.0
2002,也门,气候灾害,洪涝,西亚/中东,1,2,700,0.0
2002,也门,气候灾害,洪涝,西亚/中东,1,10,0,0.0
2002,也门,气候灾害,洪涝,西亚/中东,1,13,0,0.0
2002,也门,气候灾害,洪涝,西亚/中东,1,28,0,0.0
2003,也门,气候灾害,洪涝,西亚/中东,1,15,0,0.0
2005,也门,气候灾害,洪涝,西亚/中东,1,10,715,0.0
2005,也门,气候灾害,洪涝,西亚/中东,1,12,6,0.0
2006,也门,气候灾害,洪涝,西亚/中东,1,5,2000,0.0
2006,也门,气候灾害,洪涝,西亚/中东,1,25,320,0.0
2007,也门,气候灾害,洪涝,西亚/中东,1,7,2000,0.0
2007,也门,气候灾害,洪涝,西亚/中东,1,36,618,0.0
2007,也门,气候灾害,洪涝,西亚/中东,1,50,0,0.0
2008,也门,气候灾害,洪涝,西亚/中东,1,90,25064,400000.0
2010,也门,气候灾害,洪涝,西亚/中东,1,7,1002,0.0
2010,也门,气候灾害,洪涝,西亚/中东,1,15,0,0.0
2013,也门,气候灾害,洪涝,西亚/中东,1,40,49092,0.0
2016,也门,气候灾害,洪涝,西亚/中东,1,20,29750,0.0
2017,也门,气候灾害,洪涝,西亚/中东,1,50,8,0.0
1973,也门,气候灾害,洪涝,西亚/中东,1,60,2862,0.0
1975,也门,气候灾害,洪涝,西亚/中东,1,52,50000,12700.0
1989,也门,气候灾害,洪涝,西亚/中东,1,38,150000,0.0
1972,也门,气候灾害,洪涝,西亚/中东,1,0,0,0.0
1981,也门,气候灾害,洪涝,西亚/中东,1,0,12000,16200.0
1981,也门,气候灾害,洪涝,西亚/中东,1,0,3000,16000.0
1982,也门,气候灾害,洪涝,西亚/中东,1,482,350000,975000.0
1989,也门,气候灾害,洪涝,西亚/中东,1,25,340000,33000.0
1934,中国,气候灾害,滑坡,中国,1,500,0,0.0
1982,中国,气候灾害,滑坡,中国,1,75,0,0.0
1982,中国,气候灾害,滑坡,中国,1,19,0,0.0
1984,中国,气候灾害,滑坡,中国,1,100,40,0.0
1985,中国,气候灾害,滑坡,中国,1,60,0,0.0
1987,中国,气候灾害,滑坡,中国,1,65,119,0.0
1988,中国,气候灾害,滑坡,中国,1,35,51000,0.0
1988,中国,气候灾害,滑坡,中国,1,17,1000,0.0
1989,中国,气候灾害,滑坡,中国,1,4,5370,0.0
1991,中国,气候灾害,滑坡,中国,1,200,0,0.0
1993,中国,气候灾害,滑坡,中国,1,120,0,0.0
1994,中国,气候灾害,滑坡,中国,1,48,0,0.0
1995,中国,气候灾害,滑坡,中国,1,37,0,0.0
1996,中国,气候灾害,滑坡,中国,1,56,554,0.0
1996,中国,气候灾害,滑坡,中国,1,226,0,0.0
1996,中国,气候灾害,滑坡,中国,1,226,77,0.0
1996,中国,气候灾害,滑坡,中国,1,23,0,0.0
1997,中国,气候灾害,滑坡,中国,1,110,1821,0.0
1997,中国,气候灾害,滑坡,中国,1,79,30,0.0
1998,中国,气候灾害,滑坡,中国,1,100,15,890000.0
1999,中国,气候灾害,滑坡,中国,1,23,45,0.0
2000,中国,气候灾害,滑坡,中国,1,71,2000,0.0
2000,中国,气候灾害,滑坡,中国,1,14,27,2400.0
2001,中国,气候灾害,滑坡,中国,1,74,0,0.0
2001,中国,气候灾害,滑坡,中国,1,19,10307,60000.0
2001,中国,气候灾害,滑坡,中国,1,34,308,0.0
2001,中国,气候灾害,滑坡,中国,1,11,1000,0.0
2001,中国,气候灾害,滑坡,中国,1,14,10018,0.0
2001,中国,气候灾害,滑坡,中国,1,16,0,0.0
2002,中国,气候灾害,滑坡,中国,1,10,0,0.0
2002,中国,气候灾害,滑坡,中国,1,16,0,0.0
